Trs_Id,Mode_Cd,Service_Cd,Time_Period_Desc,Time_Service_Begins,Time_Serivice_Ends,Vehicles_In_Operation,Passenger_Cars,Vehicle_Or_Train_Miles,Vehicle_Or_Train_Hours,Vehicle_Or_Train_Rev_Miles,Vehicle_Or_Train_Rev_Hours,Passenger_Car_Miles,Passenger_Car_Rev_Miles,Passenger_Car_Sched_Rev_Miles,Passenger_Car_Hours,Passenger_Car_Revenue_Hours,Vehicle_Sched_Miles,Charter_Servie_Hours,School_Bus_Hours,Unlinked_Passenger_Trips,Passenger_Miles,Operated_Num,Days_Operated,Strikes,Declared_Emergencies,Ada_Unlinked_Passenger_Trips
4056,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,DR,DO,Average Typical Weekday                           ,500,1900,78,                ,"6,995",323,"6,417",299,                ,                ,                ,                ,                ,                ,                ,                ,735,"9,175",                ,259,0,0,                
4056,DR,DO,Average Typical Saturday                          ,600,1800,20,                ,"1,760",128,"1,671",118,                ,                ,                ,                ,                ,                ,                ,                ,170,"2,569",                ,52,0,0,                
4056,DR,DO,Average Typical Sunday                            ,600,1800,1,                ,350,23,325,21,                ,                ,                ,                ,                ,                ,                ,                ,35,673,                ,2,0,0,                
4056,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,903,927","90,887","1,749,546","83,619",                ,                ,                ,                ,                ,                ,0,0,"199,266","2,511,279",                ,313,0,0,0
4056,MB,DO,Average Weekday - AM Peak                         ,600,                                                  ,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,MB,DO,Average Weekday - PM Peak                         ,                                                  ,2400,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4056,MB,DO,Average Typical Weekday                           ,600,2400,13,                ,"2,155",102,"1,931",94,                ,                ,                ,                ,                ,"1,931",                ,                ,363,"11,257",                ,259,0,0,                
4056,MB,DO,Average Typical Saturday                          ,600,2400,9,                ,"1,565",80,"1,430",74,                ,                ,                ,                ,                ,"1,430",                ,                ,198,"6,162",                ,52,0,0,                
4056,MB,DO,Average Typical Sunday                            ,600,2400,3,                ,954,28,850,25,                ,                ,                ,                ,                ,850,                ,                ,64,"3,200",                ,52,0,0,                
4056,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"689,115","31,534","636,000","29,499",                ,                ,                ,                ,                ,"636,628",0,0,"107,650","3,402,418",                ,363,0,0,                
4057,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,DR,DO,Average Typical Weekday                           ,600,2230,4,                ,706,54,700,53,                ,                ,                ,                ,                ,                ,                ,                ,140,956,                ,254,               ,                  ,                
4057,DR,DO,Average Typical Saturday                          ,600,2230,2,                ,320,24,315,23,                ,                ,                ,                ,                ,                ,                ,                ,67,529,                ,51,               ,                  ,                
4057,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"195,618","14,954","193,894","14,635",                ,                ,                ,                ,                ,                ,                ,                ,"40,063","268,812",                ,305,               ,                  ,"40,063"
4057,MB,DO,Average Weekday - AM Peak                         ,600,                                                  ,8,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,9,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,MB,DO,Average Weekday - PM Peak                         ,                                                  ,2230,8,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,MB,DO,Average Typical Weekday                           ,600,2230,9,                ,"1,928",145,"1,918",144,                ,                ,                ,                ,                ,"1,922",                ,                ,"1,855","7,865",                ,254,               ,                  ,                
4057,MB,DO,Average Typical Saturday                          ,600,2230,8,                ,"1,810",126,"1,800",125,                ,                ,                ,                ,                ,"1,806",                ,                ,"1,645","6,547",                ,51,               ,                  ,                
4057,MB,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4057,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"582,029","43,438","579,005","42,951",                ,                ,                ,                ,                ,"580,294",                ,                ,"555,088","2,318,721",                ,305,               ,                  ,                
4058,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Average Typical Weekday                           ,535,1735,4,                ,525,40,469,37,                ,                ,                ,                ,                ,                ,                ,                ,106,506,                ,253,               ,                  ,                
4058,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"132,704","10,156","118,657","9,361",                ,                ,                ,                ,                ,                ,                ,                ,"26,935","128,058",                ,253,               ,                  ,"26,935"
4058,MB,DO,Average Weekday - AM Peak                         ,535,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Average Weekday - PM Peak                         ,                                                  ,1735,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Average Typical Weekday                           ,535,1735,26,                ,"1,859",114,"1,824",110,                ,                ,                ,                ,                ,"1,772",                ,                ,"2,740","18,440",                ,253,               ,                  ,                
4058,MB,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4058,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"474,628","29,052","461,504","27,830",                ,                ,                ,                ,                ,"461,472",                ,                ,"690,511","4,647,139",                ,253,               ,                  ,                
4063,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,DO,Average Typical Weekday                           ,130,2335,35,                ,"3,010",220,"2,396",170,                ,                ,                ,                ,                ,                ,                ,                ,466,"5,225",                ,253,               ,                  ,                
4063,DR,DO,Average Typical Saturday                          ,500,1900,7,                ,706,55,595,50,                ,                ,                ,                ,                ,                ,                ,                ,88,770,                ,52,               ,                  ,                
4063,DR,DO,Average Typical Sunday                            ,730,1745,3,                ,279,21,240,19,                ,                ,                ,                ,                ,                ,                ,                ,93,"1,555",                ,54,               ,                  ,                
4063,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"813,275","59,587","649,998","46,576",                ,                ,                ,                ,                ,                ,                ,                ,"127,620","1,445,935",                ,359,               ,                  ,"3,140"
4063,DR,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Average Typical Weekday                           ,500,2000,70,                ,"4,074",179,"4,055",178,                ,                ,                ,                ,                ,                ,                ,                ,"1,489","19,396",                ,253,               ,                  ,                
4063,DR,PT,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,DR,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,030,798","45,239","1,025,904","44,997",                ,                ,                ,                ,                ,                ,                ,                ,"376,836","4,907,147",                ,253,               ,                  ,                
4063,MB,DO,Average Weekday - AM Peak                         ,545,                                                  ,24,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,24,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,MB,DO,Average Weekday - PM Peak                         ,                                                  ,2335,24,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,MB,DO,Average Typical Weekday                           ,545,2335,24,                ,"5,602",291,"5,386",279,                ,                ,                ,                ,                ,"5,395",                ,                ,"5,562","27,141",                ,253,               ,                  ,                
4063,MB,DO,Average Typical Saturday                          ,550,2335,18,                ,"3,415",205,"3,270",197,                ,                ,                ,                ,                ,"3,277",                ,                ,"3,209","15,660",                ,52,               ,                  ,                
4063,MB,DO,Average Typical Sunday                            ,745,1755,3,                ,440,25,402,23,                ,                ,                ,                ,                ,413,                ,                ,555,"2,708",                ,54,               ,                  ,                
4063,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,618,646","85,523","1,554,341","82,067",                ,                ,                ,                ,                ,"1,577,599",                ,                ,"1,603,948","7,827,266",                ,359,               ,                  ,                
4063,VP,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,VP,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,VP,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,VP,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4063,VP,PT,Average Typical Weekday                           ,                                                  ,                                                  ,36,                ,"3,827",81,"3,827",81,                ,                ,                ,                ,                ,                ,                ,                ,501,"25,281",                ,253,               ,                  ,                
4063,VP,PT,Average Typical Saturday                          ,                                                  ,                                                  ,3,                ,300,6,300,6,                ,                ,                ,                ,                ,                ,                ,                ,26,"1,183",                ,52,               ,                  ,                
4063,VP,PT,Average Typical Sunday                            ,                                                  ,                                                  ,3,                ,300,6,300,6,                ,                ,                ,                ,                ,                ,                ,                ,26,"1,183",                ,52,               ,                  ,                
4063,VP,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"999,368","21,087","999,368","21,087",                ,                ,                ,                ,                ,                ,                ,                ,"129,571","6,519,100",                ,357,               ,                  ,                
4068,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Average Typical Weekday                           ,700,1600,54,                ,"2,429",202,"2,186",182,                ,                ,                ,                ,                ,                ,                ,                ,"1,552","4,858",                ,237,0,0,                
4068,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4068,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"575,673","47,874","518,082","43,134",                ,                ,                ,                ,                ,                ,                ,                ,"367,824","1,151,346",                ,237,0,0,                
4071,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Average Typical Weekday                           ,530,1800,15,                ,"1,746",135,"1,607",126,                ,                ,                ,                ,                ,                ,                ,                ,322,"2,684",                ,251,               ,                  ,                
4071,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"438,246","33,885","403,357","31,626",                ,                ,                ,                ,                ,                ,                ,                ,"80,822","673,684",                ,251,               ,                  ,"74,525"
4071,MB,DO,Average Weekday - AM Peak                         ,500,                                                  ,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,MB,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
4071,MB,DO,Average Weekday - PM Peak                         ,                                                  ,1900,13,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
