Trs_Id,Mode_Cd,Service_Cd,Time_Period_Desc,Time_Service_Begins,Time_Serivice_Ends,Vehicles_In_Operation,Passenger_Cars,Vehicle_Or_Train_Miles,Vehicle_Or_Train_Hours,Vehicle_Or_Train_Rev_Miles,Vehicle_Or_Train_Rev_Hours,Passenger_Car_Miles,Passenger_Car_Rev_Miles,Passenger_Car_Sched_Rev_Miles,Passenger_Car_Hours,Passenger_Car_Revenue_Hours,Vehicle_Sched_Miles,Charter_Servie_Hours,School_Bus_Hours,Unlinked_Passenger_Trips,Passenger_Miles,Operated_Num,Days_Operated,Strikes,Declared_Emergencies,Ada_Unlinked_Passenger_Trips
0001,DR,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DR,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DR,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DR,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DR,PT,Average Typical Weekday                           ,0,2400,336,                ,"37,615","2,556","32,075","2,241",                ,                ,                ,                ,                ,                ,                ,                ,"3,958","41,027",                ,261,               ,                  ,                
0001,DR,PT,Average Typical Saturday                          ,0,2400,124,                ,"16,403",991,"13,792",863,                ,                ,                ,                ,                ,                ,                ,                ,"1,421","15,247",                ,52,               ,                  ,                
0001,DR,PT,Average Typical Sunday                            ,0,2400,120,                ,"15,525",943,"13,042",818,                ,                ,                ,                ,                ,                ,                ,                ,"1,349","13,278",                ,52,               ,                  ,                
0001,DR,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"11,477,849","767,764","9,766,934","672,216",                ,                ,                ,                ,                ,                ,                ,                ,"1,177,175","12,191,403",                ,365,               ,                  ,"1,177,175"
0001,DT,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Typical Weekday                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,DT,PT,Annual Total                                      ,                                                  ,                                                  ,44,                ,"525,984","20,232","525,984","20,232",                ,                ,                ,                ,                ,                ,                ,                ,"80,727","640,641",                ,365,0,0,"48,225"
0001,LR,DO,Average Weekday - AM Peak                         ,600,900,2,2,                ,                ,                ,                ,                ,32,                ,                ,                ,                ,                ,                ,356,                ,                ,                ,               ,                  ,                
0001,LR,DO,Average Weekday - Midday                          ,900,1500,2,2,                ,                ,                ,                ,                ,64,                ,                ,                ,                ,                ,                ,609,                ,                ,                ,               ,                  ,                
0001,LR,DO,Average Weekday - PM Peak                         ,1500,1800,2,2,                ,                ,                ,                ,                ,62,                ,                ,                ,                ,                ,                ,533,                ,                ,                ,               ,                  ,                
0001,LR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,2,2,                ,                ,                ,                ,                ,44,                ,                ,                ,                ,                ,                ,209,                ,                ,                ,               ,                  ,                
0001,LR,DO,Average Typical Weekday                           ,535,2156,2,2,173,33,173,32,173,173,173,33,32,                ,                ,                ,"1,706","1,512",                ,256,               ,                  ,                
0001,LR,DO,Average Typical Saturday                          ,535,2332,2,2,191,36,190,35,191,190,191,36,35,                ,                ,                ,993,"1,026",                ,51,               ,                  ,                
0001,LR,DO,Average Typical Sunday                            ,935,1932,2,2,105,20,104,19,105,104,105,20,19,                ,                ,                ,578,553,                ,58,               ,                  ,                
0001,LR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"60,248","11,312","59,964","11,178","60,248","59,964","60,194","11,312","11,178",                ,                ,                ,"520,933","471,587",                ,365,               ,                  ,                
0001,MB,DO,Average Weekday - AM Peak                         ,600,900,885,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,DO,Average Weekday - Midday                          ,900,1500,601,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,DO,Average Weekday - PM Peak                         ,1500,1800,932,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,816,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,DO,Average Typical Weekday                           ,0,2400,932,                ,"130,882","9,493","99,819","8,065",                ,                ,                ,                ,                ,"98,941",                ,                ,"282,617","1,404,641",                ,256,               ,                  ,                
0001,MB,DO,Average Typical Saturday                          ,0,2400,353,                ,"70,184","6,218","63,079","5,873",                ,                ,                ,                ,                ,"55,496",                ,                ,"176,606","690,784",                ,51,               ,                  ,                
0001,MB,DO,Average Typical Sunday                            ,0,2400,249,                ,"50,079","4,330","44,976","4,087",                ,                ,                ,                ,                ,"40,643",                ,                ,"113,528","455,963",                ,58,               ,                  ,                
0001,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"39,989,680","2,998,536","31,379,262","2,601,102",                ,                ,                ,                ,                ,"30,516,521",                ,                ,"87,470,767","419,705,253",                ,365,               ,                  ,                
0001,MB,PT,Average Weekday - AM Peak                         ,600,900,26,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,PT,Average Weekday - Midday                          ,900,1500,26,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,PT,Average Weekday - PM Peak                         ,1500,1800,30,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,PT,Average Weekday - Other                           ,                                                  ,                                                  ,16,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,MB,PT,Average Typical Weekday                           ,450,2208,30,                ,"3,723",292,"3,081",267,                ,                ,                ,                ,                ,"3,095",                ,                ,"2,785","8,902",                ,256,               ,                  ,                
0001,MB,PT,Average Typical Saturday                          ,618,2102,19,                ,"2,177",167,"1,740",150,                ,                ,                ,                ,                ,"1,765",                ,                ,"1,526","5,286",                ,51,               ,                  ,                
0001,MB,PT,Average Typical Sunday                            ,924,1847,5,                ,568,39,430,35,                ,                ,                ,                ,                ,457,                ,                ,451,"1,350",                ,58,               ,                  ,                
0001,MB,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,097,014","85,557","902,405","78,012",                ,                ,                ,                ,                ,"908,820",                ,                ,"817,030","2,626,668",                ,365,               ,                  ,                
0001,TB,DO,Average Weekday - AM Peak                         ,600,900,95,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,TB,DO,Average Weekday - Midday                          ,900,1500,96,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,TB,DO,Average Weekday - PM Peak                         ,1500,1800,116,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,TB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,111,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,TB,DO,Average Typical Weekday                           ,0,2400,116,                ,"11,033","1,637","10,545","1,578",                ,                ,                ,                ,                ,"10,624",                ,                ,"77,218","134,465",                ,256,               ,                  ,                
0001,TB,DO,Average Typical Saturday                          ,0,2400,77,                ,"1,244",174,"1,205",169,                ,                ,                ,                ,                ,"8,788",                ,                ,"7,585","14,004",                ,51,               ,                  ,                
0001,TB,DO,Average Typical Sunday                            ,0,2400,54,                ,"2,537",332,"2,461",325,                ,                ,                ,                ,                ,"6,734",                ,                ,"12,004","23,397",                ,58,               ,                  ,                
0001,TB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"3,034,990","447,285","2,903,718","431,474",                ,                ,                ,                ,                ,"3,558,478",                ,                ,"20,721,095","36,274,352",                ,365,               ,                  ,                
0001,VP,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,VP,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,VP,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,VP,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0001,VP,DO,Average Typical Weekday                           ,                                                  ,                                                  ,"1,010",                ,"44,143","1,145","44,143","1,145",                ,                ,                ,                ,                ,                ,                ,                ,"11,065","225,738",                ,254,               ,                  ,                
0001,VP,DO,Average Typical Saturday                          ,                                                  ,                                                  ,39,                ,"1,682",44,"1,682",44,                ,                ,                ,                ,                ,                ,                ,                ,422,"8,600",                ,51,               ,                  ,                
0001,VP,DO,Average Typical Sunday                            ,                                                  ,                                                  ,26,                ,"1,167",30,"1,167",30,                ,                ,                ,                ,                ,                ,                ,                ,292,"5,966",                ,60,               ,                  ,                
0001,VP,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"11,368,164","294,929","11,368,164","294,929",                ,                ,                ,                ,                ,                ,                ,                ,"2,849,585","58,134,010",                ,365,               ,                  ,                
0002,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,DO,Average Typical Weekday                           ,700,1800,60,                ,"5,313",383,"4,731",331,                ,                ,                ,                ,                ,                ,                ,                ,"1,006","7,947",                ,256,               ,                  ,                
0002,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,DO,Average Typical Sunday                            ,600,1500,18,                ,"2,805",93,"2,247",64,                ,                ,                ,                ,                ,                ,                ,                ,993,"7,845",                ,1,               ,                  ,                
0002,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,362,977","98,050","1,213,471","84,769",                ,                ,                ,                ,                ,                ,                ,                ,"258,640","2,043,256",                ,257,               ,                  ,"258,640"
0002,DR,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,DR,PT,Average Typical Weekday                           ,515,2400,40,                ,"4,692",324,"3,982",254,                ,                ,                ,                ,                ,                ,                ,                ,765,"5,411",                ,256,               ,                  ,                
0002,DR,PT,Average Typical Saturday                          ,600,2100,32,                ,"3,805",253,"3,288",211,                ,                ,                ,                ,                ,                ,                ,                ,570,"4,617",                ,51,               ,                  ,                
0002,DR,PT,Average Typical Sunday                            ,800,1900,35,                ,"3,938",260,"3,306",210,                ,                ,                ,                ,                ,                ,                ,                ,581,"4,415",                ,58,               ,                  ,                
0002,DR,PT,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"1,623,477","110,899","1,378,972","87,975",                ,                ,                ,                ,                ,                ,                ,                ,"258,552","1,876,656",                ,365,               ,                  ,"258,552"
0002,MB,DO,Average Weekday - AM Peak                         ,600,900,118,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,MB,DO,Average Weekday - Midday                          ,900,1459,112,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,MB,DO,Average Weekday - PM Peak                         ,1500,1759,115,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,MB,DO,Average Weekday - Other                           ,                                                  ,                                                  ,91,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,MB,DO,Average Typical Weekday                           ,450,2400,118,                ,"21,332","1,485","19,609","1,389",                ,                ,                ,                ,                ,"19,708",                ,                ,"36,787","150,091",                ,256,               ,                  ,                
0002,MB,DO,Average Typical Saturday                          ,450,2400,50,                ,"9,586",720,"8,789",684,                ,                ,                ,                ,                ,"8,833",                ,                ,"15,562","61,626",                ,51,               ,                  ,                
0002,MB,DO,Average Typical Sunday                            ,650,2030,38,                ,"5,820",438,"5,251",411,                ,                ,                ,                ,                ,"5,277",                ,                ,"8,137","35,966",                ,58,               ,                  ,                
0002,MB,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"6,287,383","442,366","5,772,668","414,364",                ,                ,                ,                ,                ,"5,801,677",0,0,"10,710,528","43,652,188",                ,365,               ,                  ,                
0002,VP,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,VP,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,VP,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,VP,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0002,VP,DO,Average Typical Weekday                           ,                                                  ,                                                  ,79,                ,"3,485",93,"3,485",93,                ,                ,                ,                ,                ,                ,                ,                ,804,"19,691",                ,256,               ,                  ,                
0002,VP,DO,Average Typical Saturday                          ,                                                  ,                                                  ,4,                ,178,4,178,4,                ,                ,                ,                ,                ,                ,                ,                ,29,605,                ,51,               ,                  ,                
0002,VP,DO,Average Typical Sunday                            ,                                                  ,                                                  ,3,                ,107,2,107,2,                ,                ,                ,                ,                ,                ,                ,                ,21,403,                ,58,               ,                  ,                
0002,VP,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"907,418","24,198","907,418","24,198",                ,                ,                ,                ,                ,                ,                ,                ,"208,480","5,095,188",                ,365,               ,                  ,                
0003,DR,DO,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Average Typical Weekday                           ,545,1930,35,                ,"3,374",228,"2,970",206,                ,                ,                ,                ,                ,                ,                ,                ,493,"3,880",                ,253,               ,                  ,                
0003,DR,DO,Average Typical Saturday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Average Typical Sunday                            ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,DO,Annual Total                                      ,                                                  ,                                                  ,                ,                ,"853,583","57,605","751,373","52,062",                ,                ,                ,                ,                ,                ,                ,                ,"124,936","981,569",                ,253,               ,                  ,"124,936"
0003,DR,PT,Average Weekday - AM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,PT,Average Weekday - Midday                          ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,PT,Average Weekday - PM Peak                         ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,PT,Average Weekday - Other                           ,                                                  ,                                                  ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,               ,                  ,                
0003,DR,PT,Average Typical Weekday                           ,415,59,87,                ,"8,339",533,"7,218",476,                ,                ,                ,                ,                ,                ,                ,                ,"1,005","8,534",                ,256,               ,                  ,                
